"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"It was [[expected]] by the [[reporters]] that the principal would fire some [[teacher]].","It was [[anticipated]] by the [[correspondents]] that the principal would fire some [[schoolmaster]].",0.009042739868164062,0.020804882049560547,1,1,1,18,"Failed"
"Which hat did Mike quip that she never wore?","Which hat did Mike quip that she never wore?",0.9594139456748962,0.9594139456748962,1,1,0,1,"Skipped"
"Which [[girl]] did Mike quip never wore this [[hat]]?","Which [[daughter]] did Mike quip never wore this [[beret]]?",0.21484488248825073,0.4048057794570923,0,0,0,15,"Failed"
"We [[donated]] wire for the convicts to build cages with.","We [[donating]] wire for the convicts to build cages with.",0.057670772075653076,0.9306073188781738,1,0,1,9,"Successful"
"I won't have some money.","I won't have some money.",0.9763965010643005,0.9763965010643005,1,1,0,1,"Skipped"
"Do you believe the [[claim]] that somebody was looking for something?","Do you believe the [[allege]] that somebody was looking for something?",0.027426719665527344,0.8470107316970825,1,0,1,4,"Successful"
"I won't [[ask]] you to believe that he tried to force me to give her any [[money]].","I won't [[requested]] you to believe that he tried to force me to give her any [[moneys]].",0.032032668590545654,0.7785501480102539,1,0,1,11,"Successful"
"That Sam sometimes didn't [[sleep]] [[must]] have [[pleased]] [[somebody]].","That Sam sometimes didn't [[slumber]] [[ought]] have [[thrilled]] [[person]].",0.021617114543914795,0.943375289440155,1,0,1,11,"Successful"
"I talked to Winston about himself.","I talked to Winston about himself.",0.8547343611717224,0.8547343611717224,0,0,1,1,"Skipped"
"That the fuzz wanted him worried John, but that the fuzz [[wanted]] her didn't [[worry]] [[Mary]].","That the fuzz wanted him worried John, but that the fuzz [[wanna]] her didn't [[wory]] [[Marie]].",0.016663670539855957,0.748645544052124,1,0,1,13,"Successful"
"I'll work on it if Sam will be [[working]] on it.","I'll work on it if Sam will be [[worked]] on it.",0.378359317779541,0.9189242720603943,1,0,1,7,"Successful"
"I'll work on it if I can.","I'll work on it if I can.",0.009661972522735596,0.009661972522735596,1,1,1,1,"Failed"
"Here's a knife with which for you to cut up the onions.","Here's a knife with which for you to cut up the onions.",0.963618814945221,0.963618814945221,1,1,0,1,"Skipped"
"Fluffy is sick, which not [[everybody]] knows.","Fluffy is sick, which not [[someone]] knows.",0.021195530891418457,0.919340968132019,1,0,1,6,"Successful"
"Maxwell is quite a [[doctor]].","Maxwell is quite a [[doctors]].",0.006692469120025635,0.6990143060684204,1,0,1,2,"Successful"
"The younger woman might have been tall and, and the older one definitely was, blond.","The younger woman might have been tall and, and the older one definitely was, blond.",0.9511841535568237,0.9511841535568237,1,1,0,1,"Skipped"
"Sally is tall, and may be blond, and Sheila is short, and [[definitely]] is, [[blond]].","Sally is tall, and may be blond, and Sheila is short, and [[decidedly]] is, [[blonds]].",0.10668492317199707,0.7256207466125488,1,0,1,16,"Successful"
"I have to try to [[finish]] grading some [[papers]].","I have to try to [[finishing]] grading some [[documentation]].",0.007011711597442627,0.7631452679634094,1,0,1,10,"Successful"
"The socks are [[ready]] for for you to put on to be [[planned]].","The socks are [[prepared]] for for you to put on to be [[anticipated]].",0.03457832336425781,0.045670390129089355,0,0,0,7,"Failed"
"It is [[easy]] to [[play]] sonatas on this [[violin]].","It is [[simple]] to [[playing]] sonatas on this [[violinist]].",0.00757288932800293,0.9708735346794128,1,0,1,4,"Successful"
"This [[violin]] is difficult to [[play]] sonatas on.","This [[violinist]] is difficult to [[playing]] sonatas on.",0.00829857587814331,0.40792006254196167,1,1,1,7,"Failed"
"My [[mother]] is easy to please my [[father]] and.","My [[mommy]] is easy to please my [[fathers]] and.",0.1894378662109375,0.3148983120918274,0,0,0,10,"Failed"
"[[Poor]] Bill, it had started to rain and he had no umbrella.","[[Deficient]] Bill, it had started to rain and he had no umbrella.",0.015532851219177246,0.8398562669754028,1,0,1,3,"Successful"
"That the cops spoke to the janitor about it yesterday is terrible, that robbery.","That the cops spoke to the janitor about it yesterday is terrible, that robbery.",0.8738612532615662,0.8738612532615662,1,1,0,1,"Skipped"
"Every [[student]], and he wears socks, is a swinger.","Every [[pupil]], and he wears socks, is a swinger.",0.1746307611465454,0.23321813344955444,0,0,0,11,"Failed"
"That girl was [[given]] my binoculars by him.","That girl was [[gave]] my binoculars by him.",0.017258942127227783,0.8838091492652893,1,0,1,7,"Successful"
"[[Bill]] didn't [[allege]] that Roger had eaten anything.","[[Bills]] didn't [[contend]] that Roger had eaten anything.",0.1702600121498108,0.34679996967315674,1,1,1,5,"Failed"
"Nobody who [[hates]] to [[eat]] anything should work in a delicatessen.","Nobody who [[hatred]] to [[eatin]] anything should work in a delicatessen.",0.008165240287780762,0.6524879336357117,1,0,1,13,"Successful"
"Everybody around here who ever buys anything on credit [[talks]] in his sleep.","Everybody around here who ever buys anything on credit [[discussions]] in his sleep.",0.06554698944091797,0.6413352489471436,1,0,1,11,"Successful"
"I can't remember the name of somebody who had misgivings.","I can't remember the name of somebody who had misgivings.",0.7362602949142456,0.7362602949142456,1,1,0,1,"Skipped"
"No writer, and no playwright, meets in Vienna.","No writer, and no playwright, meets in Vienna.",0.5110327005386353,0.5110327005386353,1,1,0,1,"Skipped"
"No writer, nor any playwright, meets in Vienna.","No writer, nor any playwright, meets in Vienna.",0.6481500864028931,0.6481500864028931,1,1,0,1,"Skipped"
"That you will marry any [[student]] is not certain.","That you will marry any [[pupils]] is not certain.",0.023265302181243896,0.040609657764434814,1,1,1,4,"Failed"
"Felicia kicked the [[ball]] off the bench.","Felicia kicked the [[ballon]] off the bench.",0.012770235538482666,0.01955544948577881,1,1,1,2,"Failed"
"I sent the package [[halfway]] around the world.","I sent the package [[midway]] around the world.",0.07311904430389404,0.3527703881263733,1,1,1,2,"Failed"
"Sam [[gave]] the ball out of the basket.","Sam [[delivered]] the ball out of the basket.",0.0283394455909729,0.6924260854721069,0,1,0,7,"Successful"
"Sam [[offered]] the ball out of the basket.","Sam [[providing]] the ball out of the basket.",0.02088385820388794,0.03681385517120361,0,0,0,5,"Failed"
"Park Square has a festive [[air]].","Park Square has a festive [[midair]].",0.010825753211975098,0.4135746359825134,1,1,1,2,"Failed"
"The [[worker]] will have a [[job]].","The [[labour]] will have a [[jobs]].",0.007354378700256348,0.7231631278991699,1,0,1,8,"Successful"
"No one can forgive that comment to you.","No one can forgive that comment to you.",0.6836416721343994,0.6836416721343994,1,1,0,1,"Skipped"
"We [[launched]] the rocket to the moon, but it blew up before it got there.","We [[launching]] the rocket to the moon, but it blew up before it got there.",0.010952532291412354,0.6320317983627319,1,0,1,21,"Successful"
"[[Sarah]] [[promised]] Catherine her old car, but then gave it to her son instead.","[[Baroness]] [[vows]] Catherine her old car, but then gave it to her son instead.",0.008704543113708496,0.7117530107498169,1,0,1,10,"Successful"
"I lent the [[book]] partway to Tony.","I lent the [[books]] partway to Tony.",0.22593700885772705,0.4138822555541992,0,0,0,3,"Failed"
"The farmer [[loaded]] the cart with apples.","The farmer [[uploading]] the cart with apples.",0.007929861545562744,0.5097883939743042,1,0,1,5,"Successful"
"The farmer [[dumped]] the cart with apples.","The farmer [[jettisoned]] the cart with apples.",0.3150928020477295,0.8739354610443115,0,1,0,4,"Successful"
"Martha [[carved]] the baby a toy out of wood.","Martha [[sculpted]] the baby a toy out of wood.",0.06788623332977295,0.6932974457740784,1,0,1,4,"Successful"
"The bread [[cuts]] [[easily]].","The bread [[cuttings]] [[readily]].",0.01787734031677246,0.7604787349700928,1,0,1,4,"Successful"
"Janet broke Bill on the finger.","Janet broke Bill on the finger.",0.2880823016166687,0.2880823016166687,0,0,0,1,"Failed"
"Janet [[broke]] the cup.","Janet [[broken]] the cup.",0.006550252437591553,0.9752153158187866,1,0,1,2,"Successful"
"The [[visitor]] rang the bell.","The [[reception]] rang the bell.",0.010274887084960938,0.4738178253173828,1,1,1,3,"Failed"
"We [[pulled]] free.","We [[pulling]] free.",0.008851289749145508,0.9702280163764954,1,0,1,3,"Successful"
"That [[movie]] [[always]] shocks people.","That [[movies]] [[continuously]] shocks people.",0.008804082870483398,0.03295081853866577,1,1,1,11,"Failed"
"That movie always [[shocks]].","That movie always [[shock]].",0.016526401042938232,0.9184768795967102,1,0,1,2,"Successful"
"Sharon [[came]] the room.","Sharon [[became]] the room.",0.023922502994537354,0.16438400745391846,0,0,0,3,"Failed"
"Bill sent a [[package]] to Tom.","Bill sent a [[packages]] to Tom.",0.005152463912963867,0.6572784781455994,1,0,1,4,"Successful"
"That acorn will [[grow]] into an oak tree.","That acorn will [[grows]] into an oak tree.",0.010374009609222412,0.870569109916687,1,0,1,15,"Successful"
"He [[turned]] into a frog.","He [[revolved]] into a frog.",0.009555280208587646,0.017691373825073242,1,1,1,3,"Failed"
"I [[mixed]] the [[sugar]] into the butter.","I [[blended]] the [[sugars]] into the butter.",0.008259773254394531,0.011618435382843018,1,1,1,3,"Failed"
"Brian [[threw]] the [[fence]] with the stick.","Brian [[hurled]] the [[fences]] with the stick.",0.06962788105010986,0.41966938972473145,0,0,0,5,"Failed"
"Mira condemned Terry for the [[accident]].","Mira condemned Terry for the [[accidents]].",0.008716106414794922,0.010957300662994385,1,1,1,4,"Failed"
"We [[investigated]] the area for bombs.","We [[investigate]] the area for bombs.",0.3764585256576538,0.6001749038696289,1,0,1,18,"Successful"
"I sensed his eagerness.","I sensed his eagerness.",0.011655330657958984,0.011655330657958984,1,1,1,2,"Failed"
"They praised the [[dedication]] in the [[volunteers]].","They praised the [[commitment]] in the [[volunteering]].",0.04519927501678467,0.514359712600708,0,1,0,6,"Successful"
"The [[earth]] was believed to be round.","The [[earthly]] was believed to be round.",0.01301276683807373,0.5924429893493652,1,0,1,4,"Successful"
"Sarah [[smiled]] a charming smile.","Sarah [[leaned]] a charming smile.",0.0082930326461792,0.7039124369621277,1,0,1,10,"Successful"
"Sandra beamed a cheerful [[welcome]].","Sandra beamed a cheerful [[welcomes]].",0.0341336727142334,0.7730736136436462,1,0,1,9,"Successful"
"You've really [[lived]] it up.","You've really [[resided]] it up.",0.01623988151550293,0.9299044609069824,1,0,1,2,"Successful"
"Paperback books lift onto the table easily.","Paperback books lift onto the table easily.",0.8038411140441895,0.8038411140441895,1,1,0,1,"Skipped"
"The books lifted onto the table.","The books lifted onto the table.",0.8955279588699341,0.8955279588699341,1,1,0,1,"Skipped"
"Jessica [[loaded]] boxes under the wagon.","Jessica [[uploading]] boxes under the wagon.",0.014656901359558105,0.5032098293304443,1,0,1,4,"Successful"
"Jessica loaded [[boxes]] on the wagon.","Jessica loaded [[mailboxes]] on the wagon.",0.02453666925430298,0.05370223522186279,1,1,1,3,"Failed"
"Jessica crammed [[boxes]] at the truck.","Jessica crammed [[mailboxes]] at the truck.",0.020277082920074463,0.044512391090393066,0,0,0,2,"Failed"
"[[Lora]] buttered at the toast.","[[Laura]] buttered at the toast.",0.015411078929901123,0.016533315181732178,0,0,0,2,"Failed"
"Carla shoveled the [[walk]].","Carla shoveled the [[walking]].",0.02889871597290039,0.497350811958313,1,1,1,3,"Failed"
"Nora [[sent]] the book.","Nora [[sending]] the book.",0.08055752515792847,0.926763653755188,1,0,1,4,"Successful"
"[[Nora]] sent Peter the [[book]].","[[Norah]] sent Peter the [[workbook]].",0.0058699846267700195,0.0064871907234191895,1,1,1,4,"Failed"
"Carla slid the [[book]].","Carla slid the [[workbook]].",0.2927435040473938,0.4711369276046753,1,1,1,3,"Failed"
"Carla slid at the [[book]].","Carla slid at the [[books]].",0.019032299518585205,0.052770793437957764,0,0,0,3,"Failed"
"Amanda carried the [[package]] to Pamela.","Amanda carried the [[packs]] to Pamela.",0.007760882377624512,0.02231621742248535,1,1,1,9,"Failed"
"Packages drive easily to New York.","Packages drive easily to New York.",0.5436009168624878,0.5436009168624878,1,1,0,1,"Skipped"
"The chair pushed.","The chair pushed.",0.8267589211463928,0.8267589211463928,1,1,0,1,"Skipped"
"We [[offered]] a job to her.","We [[offers]] a job to her.",0.011326849460601807,0.7550491690635681,1,0,1,4,"Successful"
"A job offered.","A job offered.",0.14837121963500977,0.14837121963500977,0,0,0,3,"Failed"
"Brown presented a [[plaque]] to [[Jones]].","Brown presented a [[plaques]] to [[Joneses]].",0.008306324481964111,0.7115644216537476,1,0,1,3,"Successful"
"Carmen [[bought]] Mary a dress.","Carmen [[purchased]] Mary a dress.",0.007261812686920166,0.8194725513458252,1,0,1,11,"Successful"
"Carmen [[obtained]] the spare part at the hardware store.","Carmen [[obtaining]] the spare part at the hardware store.",0.02014559507369995,0.783876895904541,1,0,1,9,"Successful"
"Michelle [[kept]] the desk with the [[papers]].","Michelle [[retained]] the desk with the [[documents]].",0.07008963823318481,0.1933072805404663,0,0,0,4,"Failed"
"Frances [[hid]] the presents in the drawer.","Frances [[hidden]] the presents in the drawer.",0.00583571195602417,0.5130633115768433,1,0,1,14,"Successful"
"The needle poked the cloth.","The needle poked the cloth.",0.024004757404327393,0.024004757404327393,1,1,1,1,"Failed"
"Carrie touched that cat.","Carrie touched that cat.",0.00708848237991333,0.00708848237991333,1,1,1,1,"Failed"
"Herman whipped the sugar and the cream.","Herman whipped the sugar and the cream.",0.5512285232543945,0.5512285232543945,1,1,0,1,"Skipped"
"Linda [[taped]] the picture to the wall.","Linda [[recorded]] the picture to the wall.",0.007115483283996582,0.295968234539032,1,1,1,2,"Failed"
"Linda taped the picture [[onto]] the wall.","Linda taped the picture [[during]] the wall.",0.007461488246917725,0.7742522954940796,1,0,1,5,"Successful"
"The child and her [[mother]] [[clung]] together.","The child and her [[mothers]] [[clinging]] together.",0.04833263158798218,0.5325368642807007,1,0,1,9,"Successful"
